Price,Make,Model,Year,Style,Fuel,Engine,Distance,Cylinders,Transmission,Drive,Wheel,Color,ID
15367,HYUNDAI,Elantra,2014,Sedan,Petrol,1.8,78222 km,4.0,Tiptronic,Front,Left wheel,Beige,4438
23521,CHEVROLET,Cruze,2018,Sedan,Petrol,1.4 Turbo,6000 km,4.0,Tiptronic,Front,Left wheel,White,4439
50178,TOYOTA,Hilux,2012,Pickup,Diesel,3,104000 km,6.0,Manual,4x4,Left wheel,White,4440
23521,FORD,Fusion,2014,Sedan,Hybrid,2,122000 km,4.0,Variator,Front,Left wheel,Blue,4441
24302,CHEVROLET,Malibu,2012,Sedan,Petrol,2,91654 km,4.0,Automatic,Front,Left wheel,Red,4442
15681,HYUNDAI,Sonata,2016,Sedan,LPG,2,201876 km,4.0,Automatic,Front,Left wheel,Silver,4443
43548,HYUNDAI,Santa FE,2016,Jeep,Diesel,2,135264 km,4.0,Automatic,Front,Left wheel,Black,4444
15681,HYUNDAI,Sonata,2016,Sedan,LPG,2,261167 km,4.0,Automatic,Front,Left wheel,Silver,4445
16621,TOYOTA,Prius C,2014,Hatchback,Hybrid,1.5,96000 km,4.0,Automatic,Front,Left wheel,Silver,4446
10976,BMW,318,2005,Coupe,Petrol,1.8,55000 km,4.0,Manual,Rear,Left wheel,Red,4447
392,NISSAN,Juke,2015,Jeep,Petrol,1.6,85944 km,4.0,Automatic,4x4,Left wheel,Black,4448
11604,SUBARU,Forester cross sport,2004,Sedan,,2,138000 km,4.0,Automatic,4x4,Right-hand drive,Silver,4449
24029,SSANGYONG,REXTON,2011,Jeep,Diesel,2,119000 km,4.0,Automatic,Front,Left wheel,Silver,4450
65858,LEXUS,RX 450,2014,Jeep,Hybrid,3.5,68800 km,6.0,Tiptronic,Rear,Left wheel,White,4451
9000,DAEWOO,Lacetti,2010,Sedan,Petrol,1.6,75000 km,4.0,Automatic,Front,Left wheel,Blue,4452
17249,SUBARU,XV,2013,Jeep,Petrol,2,112000 km,4.0,Automatic,4x4,Left wheel,Silver,4453
45138,HYUNDAI,Santa FE,2016,Jeep,Diesel,2,140633 km,4.0,Automatic,Front,Left wheel,Blue,4454
188,SUBARU,XV,2014,Jeep,Hybrid,2,0 km,4.0,Automatic,4x4,Left wheel,Silver,4455
94,MERCEDES-BENZ,E 300,2017,Sedan,Petrol,2,1600 km,4.0,Automatic,Rear,Left wheel,Black,4456
12231,FORD,Fiesta,2011,Hatchback,Petrol,1.6,154274 km,4.0,Automatic,Front,Left wheel,Silver,4457
27174,CHEVROLET,Aveo,2016,Sedan,Petrol,1.6,9607 km,4.0,Automatic,Front,Left wheel,White,4458
7840,NISSAN,Maxima,2003,Sedan,CNG,2.3,120000 km,6.0,Tiptronic,Front,Left wheel,White,4459
18189,TOYOTA,Camry,2006,Sedan,Hybrid,2.4,18600 km,4.0,Automatic,Front,Left wheel,Grey,4460
23521,TOYOTA,Camry,2013,Sedan,Hybrid,,16960 km,4.0,Automatic,Front,Left wheel,Golden,4461
1568,BMW,X5,2011,Jeep,Diesel,3,270326 km,6.0,Automatic,4x4,Left wheel,White,4462
60,SUZUKI,Grand Vitara,2007,Jeep,Petrol,2.7,83000 km,6.0,Automatic,Rear,Left wheel,Silver,4463
17876,TOYOTA,Camry,2007,Sedan,LPG,2.4,167435 km,4.0,Tiptronic,Front,Left wheel,Silver,4464
26657,MERCEDES-BENZ,ML 350,2012,Jeep,Diesel,3,271701 km,6.0,Automatic,4x4,Left wheel,White,4465
29163,HYUNDAI,H1,2012,Minivan,Diesel,2.5,63308 km,4.0,Automatic,Front,Left wheel,Silver,4466
25716,BMW,X5,2008,Jeep,Petrol,3,125000 km,6.0,Tiptronic,4x4,Left wheel,Black,4467
23207,TOYOTA,Prius,2013,Sedan,Hybrid,1.8,70042 km,4.0,Variator,Front,Left wheel,Grey,4468
11604,HYUNDAI,Sonata,2017,Sedan,LPG,2,269689 km,4.0,Automatic,Front,Left wheel,Orange,4469
7840,MERCEDES-BENZ,CLK 200,2000,Coupe,Petrol,2,210508 km,4.0,Manual,Rear,Left wheel,Silver,4470
28830,HYUNDAI,Elantra,2014,Sedan,Petrol,1.6,90823 km,4.0,Automatic,Front,Left wheel,White,4471
25089,TOYOTA,Camry,2012,Sedan,,2.5,125678 km,4.0,Tiptronic,Front,Left wheel,White,4472
111332,AUDI,A8,2016,Sedan,Petrol,3.0 Turbo,33000 km,6.0,Tiptronic,4x4,Left wheel,Black,4473
12281,CHEVROLET,Lacetti,2010,Sedan,Petrol,1.6,111897 km,4.0,Automatic,Front,Left wheel,Red,4474
6899,MITSUBISHI,Colt,2011,Hatchback,Petrol,1.3,74000 km,4.0,Automatic,Front,Right-hand drive,White,4475
3500,OPEL,Vectra,1998,Sedan,CNG,2,0 km,4.0,Manual,Front,Left wheel,Green,4476
4077,VOLKSWAGEN,Passat pasat,1999,Sedan,Petrol,2.3,4444 km,5.0,Manual,Front,Left wheel,Sky blue,4477
4861,TOYOTA,Highlander,2010,Jeep,Hybrid,3.3,264877 km,6.0,Automatic,4x4,Left wheel,White,4478
12544,FORD,Focus,2012,Sedan,Petrol,2,138664 km,4.0,Automatic,Front,Left wheel,Blue,4479
314,MOSKVICH,401,1953,Hatchback,Petrol,0.6,150000 km,4.0,Manual,Rear,Left wheel,Sky blue,4480
18817,MERCEDES-BENZ,Vito,2006,Microbus,Diesel,2.2 Turbo,200000 km,6.0,Manual,Rear,Left wheel,Grey,4481
2666,MERCEDES-BENZ,ML 350,2011,Jeep,Diesel,3,0 km,6.0,Automatic,4x4,Left wheel,Black,4482
26030,MERCEDES-BENZ,ML 320,2009,Jeep,Diesel,3.2 Turbo,304000 km,8.0,Tiptronic,4x4,Left wheel,White,4483
18800,HYUNDAI,Veloster,2013,Hatchback,Petrol,1.6,53000 km,4.0,Tiptronic,Front,Left wheel,Blue,4484
706,TOYOTA,Prius,2010,Hatchback,Hybrid,1.8,73402 km,4.0,Automatic,Front,Left wheel,White,4485
23521,TOYOTA,Prius,2014,Hatchback,Hybrid,1.8,152000 km,4.0,Variator,Front,Left wheel,Silver,4486
21953,FORD,C-MAX,2013,Hatchback,Plug-in Hybrid,2,133000 km,4.0,Automatic,Front,Left wheel,Silver,4487
11604,CHEVROLET,Spark,2016,Sedan,Petrol,1,31455 km,4.0,Automatic,Front,Left wheel,White,4488
18817,TOYOTA,Camry,2012,Sedan,Petrol,2.4,72000 km,4.0,Tiptronic,Front,Left wheel,Golden,4489
10349,BMW,530,2007,Sedan,Petrol,3,15000 km,6.0,Tiptronic,Rear,Left wheel,Blue,4490
10976,TOYOTA,Prius,2007,Hatchback,Hybrid,1.5,285000 km,4.0,Variator,Front,Left wheel,White,4491
19296,HYUNDAI,H1,2011,Pickup,Diesel,2.5,61805 km,4.0,Automatic,Front,Left wheel,White,4492
14113,HYUNDAI,Sonata,2017,Sedan,LPG,2,31143 km,4.0,Automatic,Front,Left wheel,White,4493
157,FORD,Fusion,2013,Sedan,Hybrid,2,215965 km,4.0,Automatic,Front,Left wheel,Black,4494
18503,SUBARU,Forester,2014,Jeep,Petrol,2.5,140000 km,4.0,Automatic,4x4,Left wheel,Black,4495
6743,TOYOTA,Avalon,2015,Sedan,Petrol,3.5,122418 km,6.0,Automatic,Front,Left wheel,Blue,4496
17000,KIA,Optima,2014,Sedan,Petrol,2.4,99000 km,4.0,Tiptronic,Front,Left wheel,Silver,4497
15367,HYUNDAI,H1,2010,Minivan,Diesel,2.5,49140 km,4.0,Automatic,Front,Left wheel,Black,4498
14113,BMW,X3,2004,Jeep,CNG,2.5,380000 km,6.0,Tiptronic,4x4,Left wheel,Silver,4499
14113,AUDI,A6,2006,Sedan,Petrol,3.2,260000 km,12.0,Tiptronic,Front,Left wheel,Silver,4500
7527,HONDA,FIT,2004,Hatchback,Petrol,1.3,150000 km,4.0,Automatic,Front,Right-hand drive,Silver,4501
5500,TOYOTA,Avensis,2003,Sedan,Petrol,2,109000 km,4.0,Tiptronic,Front,Left wheel,Brown,4502
38894,HYUNDAI,Santa FE,2013,Jeep,Diesel,2,166476 km,4.0,Automatic,Front,Left wheel,Grey,4503
22266,TOYOTA,Camry,2014,Sedan,Petrol,2.5 Turbo,105600 km,4.0,Tiptronic,Front,Left wheel,Grey,4504
627,DODGE,Challenger,2016,Coupe,Petrol,6.4,33238 km,8.0,Automatic,Rear,Left wheel,White,4505
9095,TOYOTA,Wish,2005,Minivan,CNG,1.8,27000 km,4.0,Automatic,4x4,Right-hand drive,Blue,4506
18189,LAND ROVER,Land Rover Sport,2007,Jeep,Petrol,4.2,256000 km,8.0,Tiptronic,4x4,Left wheel,White,4507
19757,HONDA,Odyssey,2019,Sedan,Petrol,3.5,13994 km,6.0,Automatic,Front,Left wheel,Black,4508
13000,FORD,C-MAX,2012,Hatchback,Hybrid,2,208000 km,4.0,Variator,Front,Left wheel,Grey,4509
3763,LEXUS,IS 200,2016,Sedan,Petrol,2,58328 km,4.0,Automatic,Rear,Left wheel,White,4510
941,LEXUS,GX 460,2010,Jeep,Petrol,4.6,260771 km,8.0,Automatic,4x4,Left wheel,Black,4511
14113,HONDA,Insight,2013,Sedan,Hybrid,1.3,44000 km,4.0,Tiptronic,Front,Left wheel,Green,4512
9938,HYUNDAI,Sonata,2014,Sedan,LPG,2,493905 km,4.0,Automatic,Front,Left wheel,Silver,4513
1568,MERCEDES-BENZ,E 350,2011,Coupe,Diesel,3.5,226251 km,6.0,Automatic,Rear,Left wheel,Black,4514
706,HONDA,Insight,2010,Hatchback,Hybrid,1.3,189571 km,4.0,Automatic,Front,Left wheel,Silver,4515
11290,VOLKSWAGEN,Passat,2012,Sedan,Diesel,2.0 Turbo,97070 km,4.0,Tiptronic,Front,Left wheel,Grey,4516
29793,TOYOTA,CHR,2019,Jeep,Petrol,2,4330 km,4.0,Automatic,Front,Left wheel,White,4517
9252,HYUNDAI,Sonata,2015,Sedan,LPG,2,603446 km,4.0,Automatic,Front,Left wheel,Orange,4518
36065,LEXUS,RX 450,2013,Jeep,Hybrid,3.5,0 km,6.0,Automatic,4x4,Left wheel,Black,4519
47982,MERCEDES-BENZ,GL 550,2014,Jeep,Petrol,4.6,121382 km,,Automatic,4x4,Left wheel,Black,4520
10032,MERCEDES-BENZ,Vito,2001,Goods wagon,Diesel,2.2 Turbo,380000 km,4.0,Manual,Rear,Left wheel,Red,4521
21012,TOYOTA,Camry,2009,Sedan,Hybrid,2.4,251200 km,4.0,Automatic,Front,Left wheel,Silver,4522
23138,HYUNDAI,Tucson,2010,Jeep,Diesel,2,221000 km,4.0,Automatic,Front,Left wheel,White,4523
4265,NISSAN,March,2013,Hatchback,Petrol,1.2,187175 km,4.0,Automatic,Front,Left wheel,Black,4524
27504,HYUNDAI,Elantra,2016,Sedan,LPG,1.6,74909 km,4.0,Automatic,Front,Left wheel,Silver,4525
941,MERCEDES-BENZ,E 350,2014,Sedan,Diesel,3.5,184467 km,6.0,Automatic,Rear,Left wheel,White,4526
6429,TOYOTA,Camry,2013,Sedan,Hybrid,2.5,234218 km,4.0,Automatic,Front,Left wheel,White,4527
12544,TOYOTA,Highlander,2008,Sedan,Hybrid,3.3,334414 km,6.0,Automatic,4x4,Left wheel,White,4528
20071,HYUNDAI,Elantra,2016,Sedan,Petrol,1.6,72507 km,4.0,Automatic,Front,Left wheel,Black,4529
31988,FERRARI,F50,2017,Coupe,Petrol,6.3,419200 km,12.0,Automatic,Rear,Left wheel,Silver,4530
14113,MERCEDES-BENZ,CL 500,2000,Coupe,CNG,5,245000 km,8.0,Tiptronic,Rear,Left wheel,Silver,4531
251,HYUNDAI,Elantra,2014,Sedan,Petrol,1.8,40963 km,4.0,Automatic,Front,Left wheel,Blue,4532
2901,CHEVROLET,Cruze,2012,Sedan,Petrol,1.8,181550 km,4.0,Automatic,Front,Left wheel,Blue,4533
131716,MERCEDES-BENZ,GLC 300 GLC coupe,2017,Jeep,Petrol,2.0 Turbo,28226 km,8.0,Tiptronic,4x4,Left wheel,White,4534
188,LEXUS,RX 450,2011,Jeep,Hybrid,3.5,101816 km,6.0,Automatic,4x4,Left wheel,Black,4535
12231,TOYOTA,Yaris,2012,Hatchback,Petrol,1.5,136640 km,4.0,Automatic,Front,Left wheel,White,4536
18422,TOYOTA,Aqua,2012,Hatchback,Petrol,1.5,103000 km,4.0,Automatic,Front,Left wheel,Yellow,4537
706,BMW,535,2011,Sedan,Petrol,3,163739 km,6.0,Automatic,4x4,Left wheel,White,4538
43868,SSANGYONG,Actyon,2016,Jeep,Petrol,1.6,70940 km,4.0,Automatic,Front,Left wheel,Black,4539
10976,FORD,Transit,2007,Microbus,Diesel,2.2 Turbo,170000 km,4.0,Manual,Front,Left wheel,Black,4540
22894,BMW,X5,2006,Jeep,Diesel,3.0 Turbo,235000 km,6.0,Tiptronic,4x4,Left wheel,Black,4541
42764,HYUNDAI,Santa FE,2013,Jeep,Diesel,2.2,164593 km,4.0,Automatic,Front,Left wheel,Grey,4542
79971,MERCEDES-BENZ,GLE 350,2017,Jeep,Petrol,3.5,33000 km,6.0,Tiptronic,4x4,Left wheel,White,4543
1700,OPEL,Astra,1994,Sedan,CNG,1.6,0 km,4.0,Manual,Front,Left wheel,Green,4544
24462,TOYOTA,CHR,2019,Jeep,Petrol,2,10610 km,4.0,Automatic,Front,Left wheel,Silver,4545
10976,TOYOTA,Aqua,2012,Hatchback,Hybrid,1.5,67000 km,4.0,Variator,Front,Right-hand drive,Silver,4546
251,NISSAN,Juke,2013,Jeep,Petrol,1.6,153888 km,4.0,Automatic,4x4,Left wheel,White,4547
5959,MERCEDES-BENZ,240,1998,Sedan,Petrol,2.4,1700000 km,6.0,Automatic,Rear,Left wheel,Silver,4548
6909,CHEVROLET,Cruze,2009,Sedan,Petrol,,119484 km,4.0,Automatic,Front,Left wheel,Black,4549
862,LEXUS,GX 470,2008,Jeep,Petrol,4.7,280354 km,8.0,Automatic,4x4,Left wheel,White,4550
18817,BMW,118,2010,Sedan,Diesel,2,197000 km,4.0,Manual,Front,Left wheel,Black,4551
20005,HYUNDAI,Elantra,2011,Sedan,Petrol,1.6,106616 km,4.0,Automatic,Front,Left wheel,Black,4552
16778,CHEVROLET,Orlando,2015,Jeep,LPG,2,34328 km,4.0,Automatic,Front,Left wheel,Grey,4553
22357,CHEVROLET,Orlando,2013,Jeep,Diesel,2,121042 km,4.0,Automatic,Front,Left wheel,White,4554
1568,FORD,Fusion,2018,Sedan,Hybrid,2,93453 km,4.0,Automatic,Front,Left wheel,Grey,4555
20385,VOLKSWAGEN,Jetta SE,2014,Sedan,Petrol,1.8,70000 km,4.0,Tiptronic,Front,Left wheel,Black,4556
95739,HYUNDAI,Santa FE,2019,Minivan,Petrol,2.2,9087 km,4.0,Automatic,Front,Left wheel,Blue,4557
941,VOLKSWAGEN,Jetta,2011,Sedan,Diesel,2.5,175389 km,5.0,Automatic,Front,Left wheel,Grey,4558
39201,SUBARU,Impreza,2013,Sedan,Petrol,2.5,114350 km,4.0,Automatic,4x4,Left wheel,Black,4559
251,HYUNDAI,Sonata,2012,Sedan,Petrol,2.4,151782 km,4.0,Automatic,Front,Left wheel,Blue,4560
59586,LEXUS,RX 350,2013,Jeep,Petrol,3.5,111460 km,6.0,Tiptronic,4x4,Left wheel,Silver,4561
47107,HYUNDAI,Sonata,2015,Sedan,Petrol,2,59000 km,4.0,Automatic,Front,Left wheel,White,4562
1333,MITSUBISHI,Outlander,2015,Jeep,Petrol,2.4,51141 km,4.0,Automatic,Front,Left wheel,Silver,4563
7213,FORD,Fusion,2011,Sedan,Hybrid,2.5,224000 km,4.0,Tiptronic,Front,Left wheel,Grey,4564
26971,TOYOTA,Tacoma,2019,Sedan,Petrol,3.5,18555 km,6.0,Automatic,4x4,Left wheel,Black,4565
14454,HYUNDAI,Elantra,2011,Sedan,Petrol,1.6,128980 km,4.0,Automatic,Front,Left wheel,Silver,4566
11604,FORD,Fusion,2014,Sedan,Petrol,2.5,176000 km,4.0,Tiptronic,Front,Left wheel,White,4567
314,MERCEDES-BENZ,E 350,2014,Sedan,Diesel,3.5,149486 km,6.0,Automatic,4x4,Left wheel,Silver,4568
18817,HONDA,Civic,2012,Sedan,Hybrid,1.5,180000 km,,Variator,Front,Left wheel,Sky blue,4569
9565,VOLKSWAGEN,Tiguan,2018,Sedan,Petrol,2,70098 km,4.0,Automatic,Front,Left wheel,Black,4570
784,HONDA,Insight,2012,Hatchback,Hybrid,1.3,321269 km,4.0,Automatic,Front,Left wheel,Red,4571
4704,CHEVROLET,Cruze,2017,Sedan,Petrol,1.4,150453 km,4.0,Automatic,Front,Left wheel,White,4572
56177,HONDA,Civic,2016,Coupe,Petrol,1.5,50497 km,4.0,Automatic,Front,Left wheel,Black,4573
45473,VOLKSWAGEN,Jetta,2019,Sedan,Petrol,1.4,35000 km,4.0,Tiptronic,Front,Left wheel,White,4574
141124,MERCEDES-BENZ,GLS 450,2018,Jeep,Petrol,3,40000 km,6.0,Tiptronic,4x4,Left wheel,Black,4575
1568,AUDI,A3,2012,Jeep,Diesel,2,167398 km,4.0,Automatic,Front,Left wheel,White,4576
5959,FORD,Fusion,2015,Sedan,Petrol,2.5,150091 km,4.0,Automatic,Front,Left wheel,Silver,4577
4200,MERCEDES-BENZ,190,1985,Sedan,CNG,2,284000 km,4.0,Manual,Rear,Left wheel,Red,4578
14834,HYUNDAI,Elantra,2011,Sedan,Petrol,1.6,147700 km,4.0,Automatic,Front,Left wheel,Black,4579
9408,JEEP,Liberty,2003,Jeep,,3.7,32000 km,6.0,Automatic,4x4,Left wheel,Blue,4580
16151,HYUNDAI,Sonata,2016,Sedan,LPG,2,286974 km,4.0,Automatic,Front,Left wheel,White,4581
14113,JEEP,Patriot,2010,Jeep,Petrol,2.4,240000 km,4.0,Tiptronic,4x4,Left wheel,Silver,4582
68994,JEEP,Wrangler ARB,2012,Jeep,Petrol,3.6,110000 km,8.0,Manual,4x4,Left wheel,White,4583
6269,HYUNDAI,Grandeur,2010,Sedan,Petrol,2.7,93168 km,4.0,Automatic,Front,Left wheel,Silver,4584
24775,LEXUS,CT 200h,2011,Hatchback,Hybrid,1.8,80000 km,6.0,Automatic,Front,Left wheel,Grey,4585
784,BMW,X5,2013,Sedan,Diesel,3,0 km,6.0,Automatic,4x4,Left wheel,Black,4586
25591,HYUNDAI,Elantra,2013,Sedan,Petrol,1.6,81351 km,4.0,Automatic,Front,Left wheel,White,4587
18817,HYUNDAI,Veloster,2013,Hatchback,Petrol,1.6,80000 km,4.0,Tiptronic,Front,Left wheel,White,4588
15681,HYUNDAI,Sonata,2016,Sedan,LPG,2,295509 km,4.0,Automatic,Front,Left wheel,Silver,4589
627,MERCEDES-BENZ,E 350,2011,Sedan,Diesel,3.5,134904 km,6.0,Automatic,4x4,Left wheel,Grey,4590
6429,HYUNDAI,Elantra,2013,Sedan,Petrol,1.8,141603 km,4.0,Automatic,Front,Left wheel,Blue,4591
3136,TOYOTA,Camry,2012,Sedan,Hybrid,2.5,159379 km,4.0,Automatic,Front,Left wheel,White,4592
24462,TOYOTA,Prius,2013,Universal,Hybrid,1.8,126000 km,4.0,Variator,Front,Left wheel,White,4593
5018,OPEL,Corsa,1999,Coupe,Petrol,1.2,198000 km,4.0,Manual,Front,Left wheel,Silver,4594
8154,NISSAN,Note,2012,Hatchback,Petrol,1.2,120000 km,3.0,Variator,Front,Right-hand drive,Silver,4595
470,KIA,Optima,2013,Sedan,Petrol,2.4,230032 km,4.0,Automatic,Front,Left wheel,Silver,4596
4077,TOYOTA,Camry,2012,Sedan,Petrol,2.5,200870 km,4.0,Automatic,Front,Left wheel,Silver,4597
24920,HYUNDAI,Santa FE,2011,Jeep,Diesel,2,117139 km,4.0,Automatic,Front,Left wheel,Grey,4598
8154,NISSAN,Tiida,2004,Hatchback,Petrol,1.5,111111 km,4.0,Variator,Front,Right-hand drive,White,4599
106627,PORSCHE,Panamera 4,2014,Sedan,Petrol,3.6,57000 km,6.0,Tiptronic,4x4,Left wheel,Grey,4600
12858,TOYOTA,Prius,2007,Hatchback,Hybrid,1.5,123000 km,4.0,Variator,Front,Left wheel,Black,4601
12231,TOYOTA,Prius 1.5I,2009,Sedan,Hybrid,1.5,127300 km,4.0,Automatic,Front,Left wheel,Silver,4602
20385,FORD,Fusion,2015,Sedan,Plug-in Hybrid,2,118000 km,4.0,Tiptronic,Front,Left wheel,Grey,4603
56450,MERCEDES-BENZ,CLS 550,2012,Coupe,Petrol,4.7 Turbo,110000 km,8.0,Automatic,4x4,Left wheel,Black,4604
31675,TOYOTA,Tacoma,2020,Sedan,Petrol,3.5,1669 km,6.0,Automatic,4x4,Left wheel,Black,4605
17023,HONDA,FIT,2014,Hatchback,Petrol,1.5,52350 km,4.0,Automatic,Front,Left wheel,Silver,4606
36231,HYUNDAI,Santa FE,2012,Jeep,Diesel,2,68359 km,4.0,Automatic,Front,Left wheel,Silver,4607
470,FORD,Fusion,2014,Sedan,Petrol,2.5,111304 km,4.0,Automatic,Front,Left wheel,White,4608
7840,OPEL,Sintra,1997,Minivan,LPG,2.2,300000 km,4.0,Manual,Front,Left wheel,Silver,4609
30,TOYOTA,Prius prius,2008,Sedan,Petrol,,220000 km,4.0,Automatic,Front,Left wheel,White,4610
15367,CHEVROLET,Trax,2018,Jeep,Petrol,1.4,1405 km,4.0,Automatic,4x4,Left wheel,Black,4611
12758,HONDA,FIT,2015,Hatchback,Hybrid,1.5,161414 km,4.0,Automatic,Front,Left wheel,Silver,4612
25512,HYUNDAI,Santa FE,2010,Jeep,Diesel,2.2,161642 km,4.0,Automatic,Front,Left wheel,Silver,4613
15060,HYUNDAI,Sonata,2015,Sedan,LPG,2,143522 km,4.0,Automatic,Front,Left wheel,Silver,4614
2038,TOYOTA,Prius,2015,Jeep,Hybrid,1.8,104795 km,4.0,Automatic,Front,Left wheel,White,4615
31047,TOYOTA,Tacoma,2019,Sedan,Petrol,3.5,17542 km,6.0,Automatic,Rear,Left wheel,Silver,4616
15053,VOLKSWAGEN,Passat,2012,Sedan,Petrol,3.6,188408 km,6.0,Tiptronic,Front,Left wheel,Grey,4617
6743,HYUNDAI,Sonata,2011,Sedan,LPG,2,457978 km,4.0,Automatic,Front,Left wheel,Silver,4618
9408,TOYOTA,Aqua,2012,Hatchback,Hybrid,1.5,145000 km,4.0,Automatic,Front,Right-hand drive,Grey,4619
42218,HYUNDAI,Tucson,2014,Jeep,Diesel,2,65863 km,4.0,Automatic,Front,Left wheel,White,4620
21639,TOYOTA,Camry,2015,Sedan,Petrol,2.5,178000 km,4.0,Tiptronic,Front,Left wheel,Black,4621
23521,BMW,X3,2013,Jeep,Petrol,2.0 Turbo,208000 km,4.0,Tiptronic,4x4,Left wheel,White,4622
3450,TOYOTA,Camry,2019,Sedan,Hybrid,2.5,9626 km,4.0,Automatic,Front,Left wheel,Black,4623
35557,HYUNDAI,Tucson,2016,Jeep,Diesel,2,187270 km,4.0,Automatic,Front,Left wheel,Silver,4624
12544,FORD,Transit,1995,Goods wagon,Diesel,2.5 Turbo,207888 km,4.0,Manual,Rear,Left wheel,White,4625
7809,HYUNDAI,Sonata,2016,Sedan,LPG,2,447460 km,4.0,Automatic,Front,Left wheel,Orange,4626
23207,BMW,328,2014,Sedan,Petrol,2.0 Turbo,47000 km,4.0,Automatic,Rear,Left wheel,Silver,4627
470,HYUNDAI,Sonata,2012,Jeep,Hybrid,2.4,123862 km,4.0,Automatic,Front,Left wheel,White,4628
10500,TOYOTA,Prius,2007,Sedan,Petrol,1.5,288166 km,4.0,Automatic,Front,Left wheel,White,4629
41629,HYUNDAI,H1,2017,Universal,Diesel,2.5,129841 km,4.0,Automatic,Front,Left wheel,Black,4630
941,BMW,X5,2015,Jeep,Diesel,3,196614 km,6.0,Automatic,4x4,Left wheel,Black,4631
15681,TOYOTA,Prius,2014,Sedan,Hybrid,1.8,90000 km,4.0,Tiptronic,Front,Left wheel,Blue,4632
14113,TOYOTA,Corolla,2007,Minivan,Diesel,,188000 km,4.0,Manual,Front,Left wheel,Grey,4633
8000,NISSAN,Tiida,2008,Hatchback,Petrol,,1400 km,4.0,Variator,Front,Right-hand drive,Silver,4634
10663,TOYOTA,Mark X,2004,Sedan,Petrol,2.5,138000 km,6.0,Tiptronic,Rear,Right-hand drive,White,4635
13485,HYUNDAI,Elantra,2011,Sedan,Petrol,1.8,152493 km,4.0,Automatic,Front,Left wheel,Sky blue,4636
4077,MERCEDES-BENZ,GLE 350,2017,Jeep,Petrol,3.5,39814 km,6.0,Automatic,Rear,Left wheel,Black,4637
862,CHEVROLET,Volt,2014,Jeep,Hybrid,1.4,133195 km,4.0,Automatic,Front,Left wheel,Black,4638
16778,HYUNDAI,Elantra,2012,Sedan,Petrol,1.6,41279 km,4.0,Automatic,Front,Left wheel,White,4639
12074,TOYOTA,Prius,2008,Hatchback,Hybrid,1.5,172100 km,4.0,Tiptronic,Front,Left wheel,Brown,4640
26657,TOYOTA,Camry SE,2016,Sedan,Petrol,2.5,52359 km,4.0,Automatic,Front,Left wheel,Carnelian red,4641
81539,LEXUS,GX 460,2014,Jeep,Petrol,4.6,71000 km,8.0,Tiptronic,4x4,Left wheel,Black,4642
1568,TOYOTA,VOXY,2003,Minivan,Petrol,2.0 Turbo,6768388 km,4.0,Automatic,Front,Left wheel,Silver,4643
5000,NISSAN,Skyline,2003,Sedan,Petrol,2.5,117000 km,6.0,Automatic,Rear,Right-hand drive,Silver,4644
21953,TOYOTA,RAV 4,2014,Jeep,Petrol,2.5,153312 km,4.0,Automatic,Front,Left wheel,Black,4645
220,BMW,X5,2012,Jeep,Diesel,3,273962 km,6.0,Automatic,4x4,Left wheel,White,4646
18189,TOYOTA,Prius C,2014,Sedan,Hybrid,1.8,112000 km,4.0,Tiptronic,Front,Left wheel,Orange,4647
7840,NISSAN,Tiida,2005,Hatchback,Petrol,1.5,132000 km,4.0,Variator,Front,Right-hand drive,Silver,4648
470,FORD,Fusion,2015,Sedan,Hybrid,2,367720 km,4.0,Automatic,Front,Left wheel,White,4649
5959,DAEWOO,Lacetti,2009,Sedan,Diesel,2,75644 km,4.0,Automatic,Front,Left wheel,Silver,4650
13172,TOYOTA,Aqua,2012,Hatchback,Hybrid,1.5,154000 km,4.0,Automatic,Front,Right-hand drive,White,4651
157,FORD,Fusion,2013,Sedan,Hybrid,2,339920 km,4.0,Automatic,Front,Left wheel,White,4652
2509,HONDA,Insight,2010,Hatchback,Hybrid,1.3,210758 km,4.0,Automatic,Front,Left wheel,Silver,4653
7213,CHEVROLET,Captiva,2007,Jeep,Diesel,2,56327 km,4.0,Automatic,Front,Left wheel,White,4654
8938,CHEVROLET,Aveo,2012,Hatchback,Petrol,1.6,49126 km,4.0,Automatic,Front,Left wheel,Black,4655
3763,TOYOTA,Camry,2013,Sedan,Hybrid,2.5,124912 km,4.0,Automatic,Front,Left wheel,White,4656
15994,LEXUS,RX 350,2008,Jeep,Petrol,3.5,163000 km,6.0,Tiptronic,4x4,Left wheel,Silver,4657
11604,HYUNDAI,Sonata,2014,Sedan,LPG,2,275877 km,4.0,Automatic,Front,Left wheel,Silver,4658
18817,VOLKSWAGEN,Jetta,2015,Sedan,Petrol,1.4 Turbo,70000 km,4.0,Tiptronic,Front,Left wheel,Black,4659
1111,BMW,X1,2009,Hatchback,Diesel,2.0 Turbo,215000 km,4.0,Manual,Rear,Left wheel,Black,4660
470,HYUNDAI,Sonata,2012,Sedan,Hybrid,2.4,202864 km,4.0,Automatic,Front,Left wheel,Blue,4661
5645,FORD,Mustang,2014,Sedan,Petrol,3.7,167046 km,6.0,Automatic,Rear,Left wheel,White,4662
11917,HONDA,FIT,2010,Hatchback,Petrol,1.5,129000 km,4.0,Automatic,Front,Left wheel,Blue,4663
